class,tweet
offensive_language,people be shooting their guns around here late as fuck got me thinking they tryna shoot my black ass 4 jammin jiggaboo music
offensive_language,pimps up hoes down!!! http://t.co/NuI9uJvfA2
neither,pinto grigio dreams turned into moscato reality
offensive_language,"please tell this bitch I'm subbin her, ik one of you faggs on here fuck with those lames, shit I'm blocked or I would lol"
offensive_language,pls stop gassing fat hoes
offensive_language,pockets hella empty but these bitches steady choosing.
offensive_language,"pony tail 
red nails 
still in school bitch"
offensive_language,pop me a pill &amp; throw that pussy a rave
offensive_language,praying for a bitch
offensive_language,pregnant at the same time and bitches think that's cute
neither,pretty girls wit bird brains....what a waste smh
offensive_language,procrastination is a bitch
offensive_language,prolly sum hoe tryna get in the hurricane free RT @coldhearted9_: @Pr3ttyN33 who sent that nigga to Twitter tho
offensive_language,pull out my bank roll on y'all bitches like whoa
offensive_language,pull up eat on that pussy and dip&#128166;&#128513;
offensive_language,punch a bitch on her lip hahaha
hate_speech,pure trash http://t.co/A2RbVEBeg1
offensive_language,push a bitch out a car like im Gucci Mane bitch !
offensive_language,pussy
offensive_language,pussy aint shit but a product you either gonna get onna muscle or you gotta pay
offensive_language,pussy ass bitches
offensive_language,"pussy ass people with guns and knifes, foh i appreciate the people still willing to throw hands ^_^"
offensive_language,pussy boy gone die a bitch
offensive_language,pussy causes wars.
offensive_language,pussy is a joke you can either get it or not get it.
offensive_language,pussy on my mind - bow wow
offensive_language,pussy ppppoppin on my poppers so the cops see bitcheZzz
offensive_language,pussy put his ass to sleep
offensive_language,pussy so good got me running through the hood
offensive_language,pussy so good i juss save that shit for lataa
offensive_language,"pussy,money,weed all a nigga need"
offensive_language,quitting showed me who my true friends were and it showed me all the ones who were the two faced bitches :)
offensive_language,quote this with your best racist comment i need them for this white bitch comin at my black side llab
offensive_language,raaa bitch raaa
offensive_language,rams finna smack steven wackson bitch ass
neither,random running dogs in the ghetto
offensive_language,"ray Allen like, ""MAN!! that's some goddamn motherfucking cunt ass bullshit!!!"" cus it is"
offensive_language,real nigga shit she wanna be a righteous young rich nigga bitch
offensive_language,really bitch
offensive_language,really out here tho bitch. http://t.co/0s8phidLGe
offensive_language,really tired of having a constant bitch face
offensive_language,red bone but her pusssy hairlessss
neither,red meat trash
hate_speech,redneck in the White House // Moccasin Creek &#128077;&#128076;
offensive_language,remember going out to actually freak a bitch? yeah that vibe is back.
neither,remember when the dude who played young ned followed my youtube channel. this was when i actually used my youtube for more than favorites
neither,respect the birds. peace in pieces.
offensive_language,retard.
offensive_language,retweeting ah bitch tweet is flirting nowadays
offensive_language,rt if u remember when steve from 'blue clues' left us with that other bitch ass nigga joe http://t.co/jxTvd6dVdu
offensive_language,rule number 1 never fuck wit ah bitter babymama dey gon spray u str8 up.... Erica u losing cool points hoe
offensive_language,"running the game for 5 years guess that's why my feet hurt , wonder when they bite me do these bitches teeth hurt &#9995;&#128175;"
offensive_language,s/o bobby bitch I had to body dis &#128293;
offensive_language,same hoe that said i couldnt get it tryna kick it
offensive_language,"sarcastic cunt, yes"
offensive_language,see I peeped it &amp; pussy is power
neither,segment finally did it. NEVER again watching #teabagger propaganda in the morning on #msnbc again. @bpshow on #currenttv for me #morningjoe
offensive_language,sell soul yea bitch shit serious &#128170;
offensive_language,"seriously these animal crackers have a slight fruit loops aftertaste. its really fucked up, it should not be this way but it is."
offensive_language,"seriously, who cares what color somebody is? that makes you a huge faggot in my book."
offensive_language,sexy ass bitch eating a fry @DoublerOrNothin http://t.co/GtFlfGRmTz
offensive_language,she caught three nuts but she never catch feelings and bitch wit dat disposition we can count millions
offensive_language,she let me play with her pussy then she lick it off my fingers.
offensive_language,"she on my mind, can't get this bitch off my mind."
hate_speech,"she pooted &#8220;@Not1FuckisGiven: Either Young Thug gay, or this bitch pooted https://t.co/g0FgRX7dju&#8221;"
offensive_language,she thru me dat pussy but I never caught it... u asking me why yo.. it got to much mileage
neither,she was telling me about this kid who's soles of his shoes are falling off. I am going to get him some shoes. hope his parents don't get mad
offensive_language,"she's a hoe, she's a slut, she's a freak."
neither,sheryl crow being the bae
offensive_language,"shid, I thought it was legal to beat yo hoe."
offensive_language,shit bitch nigga shit
offensive_language,shit i wanna know if my bitch gone protect me &#128514;
offensive_language,shit piss fuck cunt cocksucker motherfucker tits
offensive_language,shitting on these crusty hoes http://t.co/1oOHx1y6Xt
neither,shout out to pullz cuz I kno if I was trash he would have kept it a buck... I swear he had every I made jus cuz n actually bump dem too
offensive_language,shout out to the bitches who like gum i be chewing that shit
offensive_language,showin more love to bitches fucked on the side
offensive_language,shut up bitch
offensive_language,"shutup fag &#8220;@MrAugustAIsina: on some real shit , females love a real nigga like me !&#8221;"
neither,sick and watching the Yankees game
offensive_language,skinny young nigga n im finer than my bitch
offensive_language,slap a hoe
offensive_language,slap these hoes on the ass like we birthed em
offensive_language,slay me lolz jk bitch I'll cut you #EMABiggestFans1D
hate_speech,slow replies make me feel like a retard and I just want to put my foot through a wall... hjhdyhdhlgjdftilh
offensive_language,slut whore hoe
offensive_language,slut. specky. albino lesbo. wannabe player. dwarf. #coolcunts #absoluteyvile
offensive_language,smells meaty up in dis bitch
neither,smh RT @DailyMail: NYC cops leave Ebola doctor's apt dump gloves and masks in public trash can http://t.co/aTkLOIqFZZ http://t.co/HVBhWjrKen
offensive_language,smh RT @_sirhampton_: That shit trash rap RT @WaymoTheGod: legend. he gonna replace cudi with joints like this http://t.co/FgAQF7Qlw3
hate_speech,smh RT @uglyhxes Tyga shoulda knew Blacc Chyna was a hoe when his son crip walked out her pussy.
offensive_language,"snow day bitches, lyrics gettin done n bud getting smoked #snowday2014"
offensive_language,so cold ma nig
offensive_language,so it turns out Hope Solo is one crazy bitch http://t.co/wlqnFDSX0a
offensive_language,so quit suckin on my dick and hop your fat ass elsewhere cuz i ain't tryna fuck with your globe ass bitch got her own orbit
offensive_language,so to dodge them niggas dont brag dont boast dont flash for hoes dont sag so low thats how u end uo in correctional like u answered wrong!!
neither,so uncivilized
offensive_language,so whatcha say hoe you know im the hoe
offensive_language,so y we ordering lunch at work to be delivered n it's like 10 ppl goin n n I'm the only one wit a card n this ho gonna say..
neither,so. mad... We live in a world where whitey can go to jail for a word other folks wear right on their hats &amp; tshirts. If I wore that shirt...
neither,some call me the song bird of my generation
offensive_language,some cunt go get me amber leaf and papers? cani be arsed walking to nisa #lazy
offensive_language,"some guy said I was wearing leggings and laughed and called me a fag. they're JEGGINGS, asshole."
neither,some kid in an angry birds costume bumped into me and I fell over making something else fall over into something else which wobbled and..
offensive_language,some prude bitch unfollwed me show me ur ugly face
offensive_language,some rich pussy with some bullshit rich problem. (idea for an independent film)
offensive_language,somebody put a sticker on my dogs cheek &#128530;&#128574; bitch
neither,somebody take these Oreos away from me before I eat the whole pack
offensive_language,"someone just called someone a ""bitch ass nigga"" on black ops"
hate_speech,someones clearly a stinky ass beaner...
offensive_language,sometimes I'm just like wow this bitch had the audacity to talk shit .... look at you and your life then look at me and mine &#128514;&#128514;
offensive_language,son of a bitch. I hope I don't get the e- bola before I can ride my Harley at Sturgis.
offensive_language,soon As u get some PT and y'all wonder why I go so hard on these hoes!!! bitches ain't shit smh...
offensive_language,sorry me and @kazooook be fucking bitches and we hella icy
offensive_language,sorry wrong bitch &#9996;&#65039;
offensive_language,spoiled fucking bitches who get whatever they want need to step off and re-evaluate their lives
offensive_language,sprayed da vee wit peppermint oil hopefully dat fuckin spider leaves or dies.. I hope dat bitch dying slow right now
offensive_language,spring break bitches
neither,stance socks trash
offensive_language,steph curry looked like a little bitch gettin handled like a rag doll lmfaooo
